8,16,32,64,128
5
6456,33848,60344,87736,115256,141880,168760,196024,222776,250040
6640,34032,60528,87664,114672,142064,168944,195440,222960,250224
7392,34784,61280,88416,114912,142048,169184,195808,222944,250080
10432,36800,63168,90048,117440,144192,170176,196544,223040,249664
22656,48000,73216,98432,123520,148864,174080,199296,224128,249728
0.02647545079104722,0.02109810719980538,0.020420798781967682,0.020394755412132964,0.020507698226901915,0.020825264315752108,0.020935827551865144,0.021124696899007055,0.021346485550898554,0.021237041638071157
0.02509147583165176,0.020030185983946142,0.019466834860375957,0.01949623584403044,0.019793813702545477,0.020110162379998582,0.019929886000488468,0.020450425406349927,0.020519270351248054,0.020485853778673964
0.02498605514801978,0.019595391885199633,0.01862841441376683,0.018933571288698953,0.019090476862672567,0.01952686004069697,0.019345593246149952,0.01962085435774618,0.019791044918587828,0.019713779579803303
0.025110167433411167,0.01961229633777276,0.01865117874039946,0.018793926797512354,0.018785848771962547,0.01909451559558002,0.018949411463264156,0.019254560543935484,0.019390502091759385,0.019435854774410448
0.02519343999031214,0.019593014419755993,0.01862117962962129,0.018590009847137923,0.01874572430300334,0.01871865625619496,0.01902076321415567,0.019097150927891715,0.01934232621391763,0.019628746110374382
