64,128,256,512,n
5
4192,21472,38880,56288,73696,91552,108768,126240,143456,160992
7392,28000,48352,69600,89696,110560,131296,152544,172512,192992
13792,40416,68576,94688,121568,149728,175840,202720,229856,256480
26592,51680,78304,103392,128992,155104,179168,207840,230880,256992
3442,10694,23642,40792,63242,91292,121748,163804,202144,250492
0.02929065669830984,0.020952726813763957,0.01940151272526015,0.018699534970646303,0.018277138997796247,0.01855195264549537,0.018094392787482656,0.017941631942215562,0.018548007353732708,0.01806325751657569
0.0268770559879845,0.02028743515260444,0.018906664327131353,0.01843222512010697,0.01822010462805434,0.017933577150914197,0.018451056673520847,0.018352466085639542,0.01759017412256629,0.018038606193493317
0.02274590278233366,0.02006050251428757,0.01879921571746248,0.01821510510665068,0.01785970798478516,0.018407661677392682,0.017881190610557304,0.0177689465072421,0.018235586992557083,0.01814661964655432
0.020773953716235687,0.018898568418380314,0.01877084890439159,0.017930271792923808,0.018239985866697585,0.018127861638642113,0.018046132364308617,0.017958971031039814,0.017937771480740196,0.018200325933798382
0.030819943215837555,0.023807484189209645,0.020951814987320218,0.019574209364902437,0.01908907194033966,0.01898316512245956,0.018514870439014425,0.01773679911274951,0.0178719588970429,0.0182773647033367
