Ray generation,MARF query,Surface reconstruction
100,200,300,400,500,600,700,800,900,1000
0.015338780000092811,0.006670045999271679,0.43906701000014436
0.060471319000498625,0.015414658999361563,0.5559096730012243
0.1350983560005261,0.025069625000469387,0.9069606039993232
0.2370432070001698,0.03952241799925105,1.2394857050003338
0.37544827700003225,0.15878082000017457,1.0586915389994829
0.5385885460000281,0.13370966700131248,1.5448029999988648
0.719057280000925,0.40058779699938896,2.334320904999913
0.969679014000576,0.352811673999895,2.7350069349995465
1.187747391000812,0.3359548009993887,3.472260260001349
1.4679069579997304,0.48600412100131507,3.0681222989987873
