2450,0.5127753629985818,0.0240471206753771
9702,0.5446613389995036,0.01679179431662201
22650,0.8306025310012046,0.015311613956081363
39800,1.1326849500001117,0.014517636237127407
62250,1.69300098200074,0.014225823245477894
90300,2.1163876589998836,0.014053797533431533
120756,2.9966806800002814,0.013829643662934772
162812,3.087140838999403,0.01369515620243161
201152,3.5371843359989725,0.013741482336819662
249500,3.949762111999007,0.013639675962628203
2450,0.4149018449988944,0.023933291196892893
9702,0.5997863140000845,0.016806195590470238
22650,1.008734581999306,0.015324462465459855
39800,1.4239644150002277,0.014548315734828409
62250,1.5178519639994192,0.014253297477988421
90300,1.9346359689989185,0.014010611405404117
120756,3.358011358999647,0.013875023758984384
162812,3.530085804999544,0.013743770189904629
201152,3.368018060000395,0.013688049709114601
249500,3.3620972580010857,0.013659741167851526
2450,0.4142324839995126,0.02397274458155726
9702,0.6100951339994936,0.016807536285396732
22650,0.9991394440003205,0.015324043940454234
39800,1.2987588880005205,0.014517968702217684
62250,1.5919558959994902,0.014273536892120697
90300,1.909288220000235,0.014059287982337878
120756,2.9815469559998746,0.013856276429513363
162812,3.2518993499998032,0.013740558703250104
201152,3.1754831110010855,0.013743960763422719
249500,3.206939756999418,0.013618605713667667
